연번,시도교육청명,행정표준코드,학교명,학교종류명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명
3908,울산광역시교육청,7501049,삼호초등학교,초등학교,공립,44629,울산광역시 남구 북부순환도로19번길 8,/ 삼호초등학교 (무거동),052-277-1211,www.samho.es.kr,남여공학,052-247-7140,  
3909,울산광역시교육청,7501037,상북중학교,중학교,공립,44903,울산광역시 울주군 상북면 상북로 162,"(상북면, 상북중학교)",052-263-0760,http://ulsan-sangbuk.ms.kr,남여공학,052-264-4631,
3910,울산광역시교육청,7501224,상북초등학교,초등학교,공립,44902,울산광역시 울주군 상북면 도동신리로 35,/ 상북초등학교 (상북면),052-254-6543,https://school.use.go.kr/sangbuk-e,남여공학,052-254-6556,
3911,울산광역시교육청,7501223,상북초등학교소호분교장,초등학교,공립,44900,울산광역시 울주군 상북면 소호당리길 1,/ 소호분교장 (상북면),052-264-1880,http://www.soho1880.es.kr,남여공학,052-254-0205,
3912,울산광역시교육청,7491159,상안중학교,중학교,공립,44205,울산광역시 북구 양지길 5,(상안동/ 상안중학교),052-291-0797,http://www.sangan.ms.kr,남여공학,052-291-0798,  
3913,울산광역시교육청,7491117,상안초등학교,초등학교,공립,44202,울산광역시 북구 천곡남로 59,(천곡동/ 상안초등학교),052-285-5088,http://www.sangan.es.kr,남여공학,052-285-5089,  
3914,울산광역시교육청,7491118,상진초등학교,초등학교,공립,44085,울산광역시 동구 봉수로 50,(화정동/ 상진초등학교),052-234-7011,http://www.sangjin.es.kr,남여공학,052-235-9314,  
3915,울산광역시교육청,7491119,서부초등학교,초등학교,공립,44018,울산광역시 동구 봉수로 457,/ 서부초등학교 (서부동/ 서부초등학교),052-235-3964,http://www.seoboo.es.kr,남여공학,052-236-5895,  
3916,울산광역시교육청,7501031,서생중학교,중학교,공립,45014,울산광역시 울주군 서생면 당물길 1,(서생면/ 서생중학교),052-239-5001,http://seosaeng.ms.kr,남여공학,052-239-4168,  
3917,울산광역시교육청,7501088,서생초등학교,초등학교,공립,45014,울산광역시 울주군 서생면 덕골재길 50,서생초등학교,052-710-3403,http://seosaeng.es.kr,남여공학,052-239-0921,
3918,울산광역시교육청,7501050,선암초등학교,초등학교,공립,44771,울산광역시 남구 산업로325번길 4,(선암동/ 선암초등학교),052-272-7576,http://sun-am.es.kr/,남여공학,052-275-1160,  
3919,울산광역시교육청,7480033,성광여자고등학교,고등학교,사립,44642,울산광역시 남구 남부순환도로 97,(옥동),052-277-3171,http://sungkwang.hs.kr/,여,052-277-2891,일반고
3920,울산광역시교육청,7501089,성동초등학교,초등학교,공립,45013,울산광역시 울주군 서생면 진하길 7,(서생면/ 성동초등학교),052-710-3301,https://school.use.go.kr/sd-e/M01/,남여공학,052-238-1139,  
3921,울산광역시교육청,7480034,성신고등학교,고등학교,사립,44470,울산광역시 중구 성신고교길 26,(복산동/ 성신고등학교),052-298-0882,http://sungshin-us.hs.kr,남여공학,052-292-0940,일반고
3922,울산광역시교육청,7491160,성안중학교,중학교,공립,44420,울산광역시 중구 성안2길 30,(성안동/ 성안중학교),052-246-6614,http://seongan.ms.kr/,남여공학,052-246-6613,  
3923,울산광역시교육청,7491120,성안초등학교,초등학교,공립,44422,울산광역시 중구 함월14길 19,(성안동/ 성안초등학교),052-244-3765,http://ul-seongan.es.kr,남여공학,052-244-2952,  
3924,울산광역시교육청,7491121,송정초등학교,초등학교,공립,44240,울산광역시 북구 상방로 75,(화봉동/ 송정초등학교),052-288-4625,https://school.use.go.kr/songjung-e/,남여공학,052-289-5143,
3925,울산광역시교육청,7501051,수암초등학교,초등학교,공립,44743,울산광역시 남구 중앙로 47,/ 수암초등학교 (신정동),052-271-7950,http://ulsan-suam.es.kr,남여공학,052-271-7949,
3926,울산광역시교육청,7501052,신복초등학교,초등학교,공립,44605,울산광역시 남구 신복로 74,(무거동/ 신복초등학교),052-222-6274,http://sinbok.es.kr,남여공학,052-222-6273,  
3927,울산광역시교육청,7480095,신선여자고등학교,고등학교,공립,44751,울산광역시 남구 수암로178번길 14,(야음동/ 야음교육단지),052-256-9893,http://shinsun.hs.kr,여,052-256-9896,일반고
3928,울산광역시교육청,7501032,신언중학교,중학교,공립,44945,울산광역시 울주군 언양읍 방천9길 19,(언양읍/ 신언중학교),052-703-1201,http://www.sineon.ms.kr,남여공학,052-703-1210,  
3929,울산광역시교육청,7501014,신일중학교,중학교,공립,44742,울산광역시 남구 두왕로 278,(신정동/ 신일중학교),052-275-0631,http://www.usshinil.ms.kr,남여공학,052-268-5047,  
3930,울산광역시교육청,7480072,신정고등학교,고등학교,공립,44666,울산광역시 남구 문수로 458,(신정동/ 신정고등학교),052-258-1801,http://www.shinjung-us.hs.kr/,남,052-258-1809,일반고
3931,울산광역시교육청,7501015,신정중학교,중학교,공립,44644,울산광역시 남구 은월로 11,/ 신정중학교 (옥동/ 신정중학교),052-269-2914,http://www.sinjeong.ms.kr,남여공학,052-266-9878,  
3932,울산광역시교육청,7501053,신정초등학교,초등학교,공립,44650,울산광역시 남구 봉월로67번길 16,(신정동/ 신정초등학교),052-257-8157,school.use.go.kr/usj-e/ ,남여공학,052-257-8328,  
3933,울산광역시교육청,7491122,신천초등학교,초등학교,공립,44221,울산광역시 북구 호계로 349-7,/ 신천초등학교 (신천동/ 신천초등학교),052-291-0953,http://www.us-sincheon.es.kr,남여공학,052-291-0959,  
3934,울산광역시교육청,7501016,야음중학교,중학교,공립,44751,울산광역시 남구 수암로 170,(야음동/ 야음교육단지),052-256-6875,http://yaeum.ms.kr,남여공학,052-256-6874,  
3935,울산광역시교육청,7501054,야음초등학교,초등학교,공립,44772,울산광역시 남구 산업로355번길 111,(야음동/야음초등학교),052-265-4988,http://yaum.es.kr/,남여공학,052-269-2051,  
3936,울산광역시교육청,7480189,약사고등학교,고등학교,공립,44431,울산광역시 중구 종가로 560,(약사동),052-290-5800,http://www.yaksa.hs.kr,남여공학,052-290-5809,자율고
3937,울산광역시교육청,7491197,약사중학교,중학교,공립,44472,울산광역시 중구 평산4길 10,(약사동/ 약사중학교),052-290-7500,http://www.yaksa.ms.kr,남여공학,052-281-2287,
3938,울산광역시교육청,7491123,약사초등학교,초등학교,공립,44479,울산광역시 중구 화합로 478,(약사동/ 약사초등학교),052-292-3406,www.yaksa.es.kr,남여공학,052-293-8616,  
3939,울산광역시교육청,7491124,약수초등학교,초등학교,공립,44213,울산광역시 북구 중산10길 1,(중산동),052-282-1291,http://yaksu-us.es.kr,남여공학,052-295-7790,  
3940,울산광역시교육청,7491125,양사초등학교,초등학교,공립,44468,울산광역시 중구 장춘로 95,/ 양사초등학교 (교동/ 양사초등학교),052-244-2292,http://yangsa-us.es.kr/,남여공학,052-244-6195,  
3941,울산광역시교육청,7491126,양지초등학교,초등학교,공립,44074,울산광역시 동구 양지6길 33,(화정동),052-252-9411,http://usyj.es.kr,남여공학,052-252-9644,
3942,울산광역시교육청,7480188,언양고등학교,고등학교,공립,44940,울산광역시 울주군 언양읍 언양로 53,(언양읍),052-263-2022,http://www.eonyang.hs.kr/,남여공학,052-263-2019,일반고
3943,울산광역시교육청,7501033,언양중학교,중학교,공립,44939,울산광역시 울주군 언양읍 북문13길 7,(언양읍/ 언양중학교),052-264-6537,http://www.eonyang.ms.kr/,남여공학,052-264-6765,  
3944,울산광역시교육청,7501090,언양초등학교,초등학교,공립,44939,울산광역시 울주군 언양읍 북문8길 49,(언양읍/ 언양초등학교),052-262-0017,http://www.eonyang.es.kr,남여공학,052-263-2070,  
3945,울산광역시교육청,7501055,여천초등학교,초등학교,공립,44761,울산광역시 남구 여천로 31,(야음동/여천초등학교),052-269-2052,uyc.es.kr,남여공학,052-275-7319,  
3946,울산광역시교육청,7491161,연암중학교,중학교,공립,44248,울산광역시 북구 사청1길 12,(연암동/ 연암중학교),052-289-6496,http://www.ya.ms.kr,남여공학,052-289-6498,
3947,울산광역시교육청,7491127,연암초등학교,초등학교,공립,44244,울산광역시 북구 두부곡4길 35,(연암동),052-288-4244,yeonam.es.kr,남여공학,052-288-4247,
3948,울산광역시교육청,7491128,염포초등학교,초등학교,공립,44260,울산광역시 북구 염포로 667,(염포동),052-288-1510,http://www.ympo.es.kr,남여공학,052-288-1816,  
3949,울산광역시교육청,7501091,영화초등학교,초등학교,공립,44945,울산광역시 울주군 언양읍 방천9길 33,(언양읍/영화초등학교),052-255-7500,http://www.yh2004.es.kr/,남여공학,052-255-7591,  
3950,울산광역시교육청,7501017,옥동중학교,중학교,공립,44643,울산광역시 남구 법대로14번길 9,(옥동/ 옥동중학교),052-240-3600,http://www.okdong.ms.kr,남여공학,052-269-4791,  
3951,울산광역시교육청,7501056,옥동초등학교,초등학교,공립,44653,울산광역시 남구 문수로 401,/ 옥동초등학교 (옥동/ 옥동초등학교),052-269-0915,http://okdong.es.kr/,남여공학,052-267-0387,  
3952,울산광역시교육청,7501057,옥산초등학교,초등학교,공립,44614,울산광역시 남구 옥현로60번길 7,(무거동/ 옥산초등학교),052-223-5161,http://www.us-oksan.es.kr,남여공학,052-223-5176,  
3953,울산광역시교육청,7501058,옥서초등학교,초등학교,공립,44643,울산광역시 남구 법대로14번길 19,(옥동/ 옥서초등학교),052-258-4060,https://school.use.go.kr/okseo-e,남여공학,052-266-9665,
3954,울산광역시교육청,7491129,옥성초등학교,초등학교,공립,44526,울산광역시 중구 옥교11길 50,(학성동/옥성초등학교),052-298-5403,http://www.okseong-us.es.kr/,남여공학,052-294-0331,  
3955,울산광역시교육청,7501018,옥현중학교,중학교,공립,44614,울산광역시 남구 문수로75번길 18,(무거동/ 옥현중학교),052-222-1805,http://www.okhyun.ms.kr,남여공학,052-222-1795,  
3956,울산광역시교육청,7501059,옥현초등학교,초등학교,공립,44627,울산광역시 남구 눌재로 21,(무거동/ 옥현초등학교),052-247-8744,http://www.okhyen.or.kr,남여공학,052-247-8746,  
3957,울산광역시교육청,7501092,온남초등학교,초등학교,공립,44980,울산광역시 울주군 온양읍 화산발리로 734,(온양읍/ 온남초등학교),052-237-1279,,남여공학,052-237-1290,  
3958,울산광역시교육청,7480205,온산고등학교,고등학교,공립,44991,울산광역시 울주군 온산읍 명봉거남로 76,(온산읍/ 온산고등학교),052-716-4050,http://onsan.hs.kr,남여공학,052-716-4051,일반고
3959,울산광역시교육청,7501034,온산중학교,중학교,공립,44991,울산광역시 울주군 온산읍 명봉거남로 78,/ 온산중학교 (온산읍/ 온산중학교),052-238-4120,www.onsan.ms.kr,남여공학,052-238-4130,  
3960,울산광역시교육청,7501093,온산초등학교,초등학교,공립,45007,울산광역시 울주군 온산읍 신온9길 16,(온산읍/온산초등학교),052-237-0216,http://www.onsan.es.kr,남여공학,052-237-0269,  
3961,울산광역시교육청,7501094,온양초등학교,초등학교,공립,44974,울산광역시 울주군 온양읍 남창1길 32,(온양읍/ 온양초등학교),052-238-3506,https://school.use.go.kr/onyang-e,남여공학,052-238-0848,
3962,울산광역시교육청,7491206,외솔중학교,중학교,공립,44550,울산광역시 중구 종가로 710,(서동/ 외솔중학교),052-294-2420,https://school.use.go.kr/oesol-m,남여공학,052-296-9738,
3963,울산광역시교육청,7491198,외솔초등학교,초등학교,공립,44550,울산광역시 중구 종가로 700,/ 외솔초등학교 (서동),052-290-1083,http://www.oesol.es.kr/,남여공학,052-296-2288,
3964,울산광역시교육청,7501060,용연초등학교,초등학교,공립,44751,울산광역시 남구 야음로26번길 7,(야음동/용연초등학교),052-256-8681,http://www.yong-yeon.es.kr,남여공학,052-258-8683,  
3965,울산광역시교육청,7480074,우신고등학교,고등학교,사립,44619,울산광역시 남구 대학로1번길 29,(무거동/ 우신고등학교),052-277-4901,http://www.woo-shin.hs.kr,남여공학,052-277-6826,일반고
3966,울산광역시교육청,7491130,우정초등학교,초등학교,공립,44464,울산광역시 중구 평동길 40,(우정동/ 우정초등학교),052-243-9641,https://school.use.go.kr/ujeong-e,남여공학,052-245-5283,  
3967,울산광역시교육청,7480254,울산가온고등학교,고등학교,공립,44504,울산광역시 중구 내황2길 33,"(반구동,울산가온고등학교)",052-290-6666,https://school.use.go.kr/nanwon-h,여,052-290-6607,일반고
3968,울산광역시교육청,7480142,울산강남고등학교,고등학교,공립,44681,울산광역시 남구 팔등로 115,/ 22 (신정동),052-279-2508,http://ugn.hs.kr,남여공학,052-279-2509,일반고
3969,울산광역시교육청,7501019,울산강남중학교,중학교,공립,44709,울산광역시 남구 돋질로 325번길,/ 14 (삼산동),052-273-2570,http://www.ulsangangnam.ms.kr/,남여공학,052-265-4921,  
3970,울산광역시교육청,7480075,울산경의고등학교,고등학교,사립,44902,울산광역시 울주군 상북면 상북로 248,(상북면),052-226-6113,http://gyeongui.hs.kr,남여공학,052-226-6161,일반고
3971,울산광역시교육청,7480035,울산고등학교,고등학교,사립,44478,울산광역시 중구 도화골15길 15,(복산동/ 울산고등학교),052-297-7701,www.ulsan-hs.hs.kr,남,052-298-5502,일반고
3972,울산광역시교육청,7480244,울산고운중학교,각종학교(중),공립,44913,울산광역시 울주군 두서면 구량차리로 16,/ 울산고운중학교 ,2632190,ulsangoun.sc.kr,남여공학,2632193,
3973,울산광역시교육청,7480044,울산공업고등학교,고등학교,공립,44689,울산광역시 남구 중앙로204번길 49,/ 울산공업고등학교 (신정동),052-261-4051,http://ust.hs.kr,남여공학,052-267-9963,특성화고
